layout,formulation,contact_boost,background_reduction,p10_useful_capture,burden
broad_grid_20,polyT30_standard,0.9250,0.9000,0.9003,1.8250
broad_grid_24,polyT30_standard,0.9250,0.9000,0.9015,1.8250
broad_grid_24,rigid_spacer_PEG,1.2750,0.5500,0.9005,1.8250
rescue_24,polyT30_standard,0.9750,0.8500,0.9023,1.8250
sunflower_20,polyT30_PEG_passivated,1.0250,0.8000,0.9018,1.8250
sunflower_24,polyT30_standard,0.8750,0.9500,0.9023,1.8250
triple_ring_24,polyT30_PEG_passivated,1.0750,0.7500,0.9000,1.8250
broad_grid_20,mixed_spacer_antifouling,1.3000,0.5300,0.9001,1.8300
broad_grid_20,polyT30_PEG_passivated,1.1500,0.6800,0.9000,1.8300
sunflower_20,rigid_spacer_PEG,1.1000,0.7300,0.9016,1.8300
hybrid_24,mixed_spacer_antifouling,1.3750,0.4600,0.9003,1.8350
hybrid_24,polyT30_PEG_passivated,1.0250,0.8100,0.9009,1.8350
hybrid_24,rigid_spacer_PEG,1.2750,0.5600,0.9016,1.8350
rescue_24,mixed_spacer_antifouling,1.3250,0.5100,0.9002,1.8350
sunflower_24,polyT30_PEG_passivated,1.0250,0.8100,0.9004,1.8350
sunflower_24,rigid_spacer_PEG,1.1250,0.7100,0.9001,1.8350
triple_ring_24,mixed_spacer_antifouling,1.4250,0.4100,0.9009,1.8350
broad_grid_20,rigid_spacer_PEG,1.3500,0.4900,0.9013,1.8400
broad_grid_24,mixed_spacer_antifouling,1.4000,0.4400,0.9012,1.8400
broad_grid_24,polyT30_standard,0.9500,0.8900,0.9015,1.8400
four_patch_24,mixed_spacer_antifouling,1.3000,0.5400,0.9010,1.8400
rescue_24,polyT30_standard,1.0000,0.8400,0.9004,1.8400
rescue_24,rigid_spacer_PEG,1.1000,0.7400,0.9014,1.8400
sunflower_20,polyT30_PEG_passivated,1.0500,0.7900,0.9014,1.8400
sunflower_24,polyT30_standard,0.9000,0.9400,0.9017,1.8400
triple_ring_24,rigid_spacer_PEG,1.2000,0.6400,0.9010,1.8400
sunflower_20,rigid_spacer_PEG,1.1250,0.7200,0.9009,1.8450
sunflower_24,mixed_spacer_antifouling,1.3250,0.5200,0.9007,1.8450
broad_grid_20,polyT30_standard,0.9500,0.9000,0.9022,1.8500
broad_grid_24,rigid_spacer_PEG,1.3000,0.5500,0.9006,1.8500
triple_ring_24,polyT30_PEG_passivated,1.1000,0.7500,0.9014,1.8500
broad_grid_20,mixed_spacer_antifouling,1.3250,0.5300,0.9005,1.8550
broad_grid_20,polyT30_PEG_passivated,1.1750,0.6800,0.9011,1.8550
broad_grid_24,mixed_spacer_antifouling,1.4250,0.4300,0.9001,1.8550
broad_grid_24,polyT30_standard,0.9750,0.8800,0.9014,1.8550
rescue_24,rigid_spacer_PEG,1.1250,0.7300,0.9003,1.8550
sunflower_20,polyT30_PEG_passivated,1.0750,0.7800,0.9009,1.8550
sunflower_24,polyT30_standard,0.9250,0.9300,0.9008,1.8550
hybrid_24,mixed_spacer_antifouling,1.4000,0.4600,0.9007,1.8600
hybrid_24,polyT30_PEG_passivated,1.0500,0.8100,0.9022,1.8600
hybrid_24,rigid_spacer_PEG,1.3000,0.5600,0.9018,1.8600
rescue_24,mixed_spacer_antifouling,1.3500,0.5100,0.9003,1.8600
sunflower_20,rigid_spacer_PEG,1.1500,0.7100,0.9002,1.8600
sunflower_24,polyT30_PEG_passivated,1.0500,0.8100,0.9018,1.8600
sunflower_24,rigid_spacer_PEG,1.1500,0.7100,0.9009,1.8600
triple_ring_24,mixed_spacer_antifouling,1.4500,0.4100,0.9010,1.8600
broad_grid_20,polyT30_standard,0.9750,0.8900,0.9019,1.8650
broad_grid_20,rigid_spacer_PEG,1.3750,0.4900,0.9014,1.8650
four_patch_24,mixed_spacer_antifouling,1.3250,0.5400,0.9011,1.8650
rescue_24,polyT30_standard,1.0250,0.8400,0.9015,1.8650
triple_ring_24,polyT30_PEG_passivated,1.1250,0.7400,0.9007,1.8650
triple_ring_24,rigid_spacer_PEG,1.2250,0.6400,0.9016,1.8650
broad_grid_20,polyT30_PEG_passivated,1.2000,0.6700,0.9004,1.8700
broad_grid_24,polyT30_standard,1.0000,0.8700,0.9004,1.8700
sunflower_20,polyT30_PEG_passivated,1.1000,0.7700,0.9003,1.8700
sunflower_24,mixed_spacer_antifouling,1.3500,0.5200,0.9013,1.8700
broad_grid_24,rigid_spacer_PEG,1.3250,0.5500,0.9008,1.8750
hybrid_24,polyT30_PEG_passivated,1.0750,0.8000,0.9011,1.8750
hybrid_24,rigid_spacer_PEG,1.3250,0.5500,0.9004,1.8750
sunflower_24,polyT30_PEG_passivated,1.0750,0.8000,0.9009,1.8750
broad_grid_20,mixed_spacer_antifouling,1.3500,0.5300,0.9009,1.8800
broad_grid_20,polyT30_standard,1.0000,0.8800,0.9015,1.8800
broad_grid_24,mixed_spacer_antifouling,1.4500,0.4300,0.9004,1.8800
rescue_24,rigid_spacer_PEG,1.1500,0.7300,0.9013,1.8800
sunflower_24,polyT30_standard,0.9500,0.9300,0.9028,1.8800
triple_ring_24,rigid_spacer_PEG,1.2500,0.6300,0.9001,1.8800
hybrid_24,mixed_spacer_antifouling,1.4250,0.4600,0.9010,1.8850
rescue_24,mixed_spacer_antifouling,1.3750,0.5100,0.9004,1.8850
sunflower_20,rigid_spacer_PEG,1.1750,0.7100,0.9012,1.8850
sunflower_24,mixed_spacer_antifouling,1.3750,0.5100,0.9004,1.8850
sunflower_24,rigid_spacer_PEG,1.1750,0.7100,0.9016,1.8850
triple_ring_24,mixed_spacer_antifouling,1.4750,0.4100,0.9011,1.8850
broad_grid_20,rigid_spacer_PEG,1.4000,0.4900,0.9016,1.8900
four_patch_24,mixed_spacer_antifouling,1.3500,0.5400,0.9013,1.8900
rescue_24,polyT30_standard,1.0500,0.8400,0.9027,1.8900
triple_ring_24,polyT30_PEG_passivated,1.1500,0.7400,0.9018,1.8900
broad_grid_20,polyT30_PEG_passivated,1.2250,0.6700,0.9013,1.8950
broad_grid_20,polyT30_standard,1.0250,0.8700,0.9010,1.8950
broad_grid_24,polyT30_standard,1.0250,0.8700,0.9020,1.8950
rescue_24,rigid_spacer_PEG,1.1750,0.7200,0.9002,1.8950
sunflower_20,polyT30_PEG_passivated,1.1250,0.7700,0.9016,1.8950
sunflower_24,polyT30_standard,0.9750,0.9200,0.9015,1.8950
broad_grid_24,rigid_spacer_PEG,1.3500,0.5500,0.9009,1.9000
hybrid_24,polyT30_PEG_passivated,1.1000,0.8000,0.9022,1.9000
hybrid_24,rigid_spacer_PEG,1.3500,0.5500,0.9008,1.9000
sunflower_20,rigid_spacer_PEG,1.2000,0.7000,0.9005,1.9000
sunflower_24,polyT30_PEG_passivated,1.1000,0.8000,0.9021,1.9000
broad_grid_20,mixed_spacer_antifouling,1.3750,0.5300,0.9013,1.9050
broad_grid_20,rigid_spacer_PEG,1.4250,0.4800,0.9000,1.9050
broad_grid_24,mixed_spacer_antifouling,1.4750,0.4300,0.9007,1.9050
rescue_24,polyT30_standard,1.0750,0.8300,0.9006,1.9050
triple_ring_24,polyT30_PEG_passivated,1.1750,0.7300,0.9010,1.9050
triple_ring_24,rigid_spacer_PEG,1.2750,0.6300,0.9006,1.9050
broad_grid_20,polyT30_PEG_passivated,1.2500,0.6600,0.9005,1.9100
broad_grid_20,polyT30_standard,1.0500,0.8600,0.9004,1.9100
broad_grid_24,polyT30_standard,1.0500,0.8600,0.9009,1.9100
hybrid_24,mixed_spacer_antifouling,1.4500,0.4600,0.9013,1.9100
rescue_24,mixed_spacer_antifouling,1.4000,0.5100,0.9006,1.9100
sunflower_20,polyT30_PEG_passivated,1.1500,0.7600,0.9009,1.9100
sunflower_24,mixed_spacer_antifouling,1.4000,0.5100,0.9010,1.9100
sunflower_24,rigid_spacer_PEG,1.2000,0.7100,0.9023,1.9100
triple_ring_24,mixed_spacer_antifouling,1.5000,0.4100,0.9012,1.9100
four_patch_24,mixed_spacer_antifouling,1.3750,0.5400,0.9014,1.9150
hybrid_24,polyT30_PEG_passivated,1.1250,0.7900,0.9011,1.9150
sunflower_24,polyT30_PEG_passivated,1.1250,0.7900,0.9011,1.9150
broad_grid_20,mixed_spacer_antifouling,1.4000,0.5200,0.9002,1.9200
rescue_24,rigid_spacer_PEG,1.2000,0.7200,0.9011,1.9200
sunflower_24,polyT30_standard,1.0000,0.9200,0.9032,1.9200
triple_ring_24,polyT30_PEG_passivated,1.2000,0.7200,0.9001,1.9200
broad_grid_24,rigid_spacer_PEG,1.3750,0.5500,0.9011,1.9250
hybrid_24,mixed_spacer_antifouling,1.4750,0.4500,0.9001,1.9250
hybrid_24,rigid_spacer_PEG,1.3750,0.5500,0.9012,1.9250
sunflower_20,polyT30_PEG_passivated,1.1750,0.7500,0.9002,1.9250
sunflower_20,rigid_spacer_PEG,1.2250,0.7000,0.9014,1.9250
sunflower_24,mixed_spacer_antifouling,1.4250,0.5000,0.9001,1.9250
sunflower_24,rigid_spacer_PEG,1.2250,0.7000,0.9006,1.9250
broad_grid_20,rigid_spacer_PEG,1.4500,0.4800,0.9002,1.9300
broad_grid_24,mixed_spacer_antifouling,1.5000,0.4300,0.9010,1.9300
hybrid_24,polyT30_PEG_passivated,1.1500,0.7800,0.9000,1.9300
rescue_24,polyT30_standard,1.1000,0.8300,0.9016,1.9300
sunflower_24,polyT30_PEG_passivated,1.1500,0.7800,0.9000,1.9300
triple_ring_24,rigid_spacer_PEG,1.3000,0.6300,0.9011,1.9300
broad_grid_20,polyT30_PEG_passivated,1.2750,0.6600,0.9014,1.9350
broad_grid_20,polyT30_standard,1.0750,0.8600,0.9020,1.9350
broad_grid_24,polyT30_standard,1.0750,0.8600,0.9024,1.9350
rescue_24,mixed_spacer_antifouling,1.4250,0.5100,0.9007,1.9350
sunflower_24,polyT30_standard,1.0250,0.9100,0.9010,1.9350
four_patch_24,mixed_spacer_antifouling,1.4000,0.5400,0.9015,1.9400
sunflower_20,rigid_spacer_PEG,1.2500,0.6900,0.9005,1.9400
broad_grid_20,mixed_spacer_antifouling,1.4250,0.5200,0.9006,1.9450
rescue_24,rigid_spacer_PEG,1.2250,0.7200,0.9020,1.9450
triple_ring_24,polyT30_PEG_passivated,1.2250,0.7200,0.9011,1.9450
broad_grid_20,polyT30_PEG_passivated,1.3000,0.6500,0.9005,1.9500
broad_grid_20,polyT30_standard,1.1000,0.8500,0.9014,1.9500
broad_grid_24,polyT30_standard,1.1000,0.8500,0.9012,1.9500
broad_grid_24,rigid_spacer_PEG,1.4000,0.5500,0.9012,1.9500
hybrid_24,mixed_spacer_antifouling,1.5000,0.4500,0.9004,1.9500
hybrid_24,rigid_spacer_PEG,1.4000,0.5500,0.9017,1.9500
sunflower_20,polyT30_PEG_passivated,1.2000,0.7500,0.9013,1.9500
sunflower_24,mixed_spacer_antifouling,1.4500,0.5000,0.9006,1.9500
sunflower_24,rigid_spacer_PEG,1.2500,0.7000,0.9012,1.9500
broad_grid_20,rigid_spacer_PEG,1.4750,0.4800,0.9003,1.9550
hybrid_24,polyT30_PEG_passivated,1.1750,0.7800,0.9011,1.9550
rescue_24,polyT30_standard,1.1250,0.8300,0.9026,1.9550
sunflower_24,polyT30_PEG_passivated,1.1750,0.7800,0.9011,1.9550
triple_ring_24,rigid_spacer_PEG,1.3250,0.6300,0.9016,1.9550
rescue_24,mixed_spacer_antifouling,1.4500,0.5100,0.9008,1.9600
rescue_24,rigid_spacer_PEG,1.2500,0.7100,0.9008,1.9600
sunflower_24,polyT30_standard,1.0500,0.9100,0.9024,1.9600
triple_ring_24,polyT30_PEG_passivated,1.2500,0.7100,0.9001,1.9600
broad_grid_20,polyT30_standard,1.1250,0.8400,0.9006,1.9650
four_patch_24,mixed_spacer_antifouling,1.4250,0.5400,0.9016,1.9650
hybrid_24,rigid_spacer_PEG,1.4250,0.5400,0.9004,1.9650
sunflower_20,polyT30_PEG_passivated,1.2250,0.7400,0.9005,1.9650
sunflower_20,rigid_spacer_PEG,1.2750,0.6900,0.9014,1.9650
broad_grid_20,mixed_spacer_antifouling,1.4500,0.5200,0.9009,1.9700
rescue_24,polyT30_standard,1.1500,0.8200,0.9003,1.9700
triple_ring_24,rigid_spacer_PEG,1.3500,0.6200,0.9000,1.9700
broad_grid_20,polyT30_PEG_passivated,1.3250,0.6500,0.9013,1.9750
broad_grid_24,polyT30_standard,1.1250,0.8500,0.9025,1.9750
broad_grid_24,rigid_spacer_PEG,1.4250,0.5500,0.9013,1.9750
sunflower_24,mixed_spacer_antifouling,1.4750,0.5000,0.9011,1.9750
sunflower_24,polyT30_standard,1.0750,0.9000,0.9001,1.9750
sunflower_24,rigid_spacer_PEG,1.2750,0.7000,0.9018,1.9750
broad_grid_20,rigid_spacer_PEG,1.5000,0.4800,0.9004,1.9800
hybrid_24,polyT30_PEG_passivated,1.2000,0.7800,0.9022,1.9800
sunflower_20,rigid_spacer_PEG,1.3000,0.6800,0.9005,1.9800
sunflower_24,polyT30_PEG_passivated,1.2000,0.7800,0.9022,1.9800
rescue_24,mixed_spacer_antifouling,1.4750,0.5100,0.9009,1.9850
rescue_24,rigid_spacer_PEG,1.2750,0.7100,0.9016,1.9850
triple_ring_24,polyT30_PEG_passivated,1.2750,0.7100,0.9010,1.9850
broad_grid_20,polyT30_PEG_passivated,1.3500,0.6400,0.9004,1.9900
broad_grid_20,polyT30_standard,1.1500,0.8400,0.9021,1.9900
broad_grid_24,polyT30_standard,1.1500,0.8400,0.9005,1.9900
four_patch_24,mixed_spacer_antifouling,1.4500,0.5400,0.9016,1.9900
hybrid_24,rigid_spacer_PEG,1.4500,0.5400,0.9007,1.9900
sunflower_20,polyT30_PEG_passivated,1.2500,0.7400,0.9016,1.9900
sunflower_24,mixed_spacer_antifouling,1.5000,0.4900,0.9001,1.9900
sunflower_24,rigid_spacer_PEG,1.3000,0.6900,0.9000,1.9900
broad_grid_20,mixed_spacer_antifouling,1.4750,0.5200,0.9012,1.9950
hybrid_24,polyT30_PEG_passivated,1.2250,0.7700,0.9010,1.9950
rescue_24,polyT30_standard,1.1750,0.8200,0.9012,1.9950
sunflower_24,polyT30_PEG_passivated,1.2250,0.7700,0.9010,1.9950
triple_ring_24,rigid_spacer_PEG,1.3750,0.6200,0.9005,1.9950
broad_grid_24,rigid_spacer_PEG,1.4500,0.5500,0.9015,2.0000
rescue_24,rigid_spacer_PEG,1.3000,0.7000,0.9003,2.0000
sunflower_24,polyT30_standard,1.1000,0.9000,0.9014,2.0000
broad_grid_20,polyT30_standard,1.1750,0.8300,0.9012,2.0050
four_patch_24,mixed_spacer_antifouling,1.4750,0.5300,0.9000,2.0050
sunflower_20,polyT30_PEG_passivated,1.2750,0.7300,0.9007,2.0050
sunflower_20,rigid_spacer_PEG,1.3250,0.6800,0.9012,2.0050
broad_grid_20,mixed_spacer_antifouling,1.5000,0.5100,0.9000,2.0100
rescue_24,mixed_spacer_antifouling,1.5000,0.5100,0.9010,2.0100
triple_ring_24,polyT30_PEG_passivated,1.3000,0.7100,0.9018,2.0100
broad_grid_20,polyT30_PEG_passivated,1.3750,0.6400,0.9009,2.0150
broad_grid_24,polyT30_standard,1.1750,0.8400,0.9016,2.0150
hybrid_24,rigid_spacer_PEG,1.4750,0.5400,0.9011,2.0150
sunflower_24,rigid_spacer_PEG,1.3250,0.6900,0.9006,2.0150
broad_grid_20,polyT30_standard,1.2000,0.8200,0.9002,2.0200
hybrid_24,polyT30_PEG_passivated,1.2500,0.7700,0.9020,2.0200
rescue_24,polyT30_standard,1.2000,0.8200,0.9021,2.0200
sunflower_20,rigid_spacer_PEG,1.3500,0.6700,0.9002,2.0200
sunflower_24,polyT30_PEG_passivated,1.2500,0.7700,0.9020,2.0200
triple_ring_24,rigid_spacer_PEG,1.4000,0.6200,0.9009,2.0200
broad_grid_24,rigid_spacer_PEG,1.4750,0.5500,0.9016,2.0250
rescue_24,rigid_spacer_PEG,1.3250,0.7000,0.9010,2.0250
sunflower_24,polyT30_standard,1.1250,0.9000,0.9026,2.0250
triple_ring_24,polyT30_PEG_passivated,1.3250,0.7000,0.9008,2.0250
four_patch_24,mixed_spacer_antifouling,1.5000,0.5300,0.9001,2.0300
sunflower_20,polyT30_PEG_passivated,1.3000,0.7300,0.9016,2.0300
hybrid_24,polyT30_PEG_passivated,1.2750,0.7600,0.9006,2.0350
sunflower_24,polyT30_PEG_passivated,1.2750,0.7600,0.9006,2.0350
broad_grid_20,polyT30_PEG_passivated,1.4000,0.6400,0.9013,2.0400
broad_grid_24,polyT30_standard,1.2000,0.8400,0.9027,2.0400
hybrid_24,rigid_spacer_PEG,1.5000,0.5400,0.9015,2.0400
sunflower_24,polyT30_standard,1.1500,0.8900,0.9002,2.0400
sunflower_24,rigid_spacer_PEG,1.3500,0.6900,0.9011,2.0400
broad_grid_20,polyT30_standard,1.2250,0.8200,0.9015,2.0450
rescue_24,polyT30_standard,1.2250,0.8200,0.9029,2.0450
sunflower_20,polyT30_PEG_passivated,1.3250,0.7200,0.9006,2.0450
sunflower_20,rigid_spacer_PEG,1.3750,0.6700,0.9009,2.0450
triple_ring_24,rigid_spacer_PEG,1.4250,0.6200,0.9013,2.0450
broad_grid_24,rigid_spacer_PEG,1.5000,0.5500,0.9017,2.0500
rescue_24,rigid_spacer_PEG,1.3500,0.7000,0.9017,2.0500
triple_ring_24,polyT30_PEG_passivated,1.3500,0.7000,0.9015,2.0500
broad_grid_24,polyT30_standard,1.2250,0.8300,0.9002,2.0550
hybrid_24,polyT30_PEG_passivated,1.3000,0.7600,0.9015,2.0600
rescue_24,polyT30_standard,1.2500,0.8100,0.9005,2.0600
sunflower_24,polyT30_PEG_passivated,1.3000,0.7600,0.9015,2.0600
broad_grid_20,polyT30_PEG_passivated,1.4250,0.6400,0.9017,2.0650
rescue_24,rigid_spacer_PEG,1.3750,0.6900,0.9003,2.0650
sunflower_24,polyT30_standard,1.1750,0.8900,0.9013,2.0650
sunflower_24,rigid_spacer_PEG,1.3750,0.6900,0.9016,2.0650
triple_ring_24,polyT30_PEG_passivated,1.3750,0.6900,0.9004,2.0650
broad_grid_20,polyT30_standard,1.2500,0.8200,0.9028,2.0700
sunflower_20,polyT30_PEG_passivated,1.3500,0.7200,0.9015,2.0700
sunflower_20,rigid_spacer_PEG,1.4000,0.6700,0.9016,2.0700
triple_ring_24,rigid_spacer_PEG,1.4500,0.6200,0.9017,2.0700
hybrid_24,polyT30_PEG_passivated,1.3250,0.7500,0.9001,2.0750
sunflower_24,polyT30_PEG_passivated,1.3250,0.7500,0.9001,2.0750
broad_grid_20,polyT30_PEG_passivated,1.4500,0.6300,0.9002,2.0800
broad_grid_24,polyT30_standard,1.2500,0.8300,0.9013,2.0800
broad_grid_20,polyT30_standard,1.2750,0.8100,0.9008,2.0850
rescue_24,polyT30_standard,1.2750,0.8100,0.9012,2.0850
sunflower_20,polyT30_PEG_passivated,1.3750,0.7100,0.9005,2.0850
sunflower_20,rigid_spacer_PEG,1.4250,0.6600,0.9005,2.0850
rescue_24,rigid_spacer_PEG,1.4000,0.6900,0.9009,2.0900
sunflower_24,polyT30_standard,1.2000,0.8900,0.9024,2.0900
sunflower_24,rigid_spacer_PEG,1.4000,0.6900,0.9020,2.0900
triple_ring_24,polyT30_PEG_passivated,1.4000,0.6900,0.9011,2.0900
triple_ring_24,rigid_spacer_PEG,1.4750,0.6200,0.9020,2.0950
hybrid_24,polyT30_PEG_passivated,1.3500,0.7500,0.9010,2.1000
sunflower_24,polyT30_PEG_passivated,1.3500,0.7500,0.9010,2.1000
broad_grid_20,polyT30_PEG_passivated,1.4750,0.6300,0.9006,2.1050
broad_grid_24,polyT30_standard,1.2750,0.8300,0.9022,2.1050
sunflower_24,rigid_spacer_PEG,1.4250,0.6800,0.9002,2.1050
broad_grid_20,polyT30_standard,1.3000,0.8100,0.9019,2.1100
rescue_24,polyT30_standard,1.3000,0.8100,0.9020,2.1100
sunflower_20,polyT30_PEG_passivated,1.4000,0.7100,0.9013,2.1100
sunflower_20,rigid_spacer_PEG,1.4500,0.6600,0.9012,2.1100
triple_ring_24,rigid_spacer_PEG,1.5000,0.6100,0.9003,2.1100
rescue_24,rigid_spacer_PEG,1.4250,0.6900,0.9015,2.1150
sunflower_24,polyT30_standard,1.2250,0.8900,0.9035,2.1150
triple_ring_24,polyT30_PEG_passivated,1.4250,0.6900,0.9018,2.1150
hybrid_24,polyT30_PEG_passivated,1.3750,0.7500,0.9018,2.1250
sunflower_20,polyT30_PEG_passivated,1.4250,0.7000,0.9001,2.1250
sunflower_20,rigid_spacer_PEG,1.4750,0.6500,0.9000,2.1250
sunflower_24,polyT30_PEG_passivated,1.3750,0.7500,0.9018,2.1250
broad_grid_20,polyT30_PEG_passivated,1.5000,0.6300,0.9009,2.1300
broad_grid_24,polyT30_standard,1.3000,0.8300,0.9032,2.1300
rescue_24,rigid_spacer_PEG,1.4500,0.6800,0.9000,2.1300
sunflower_24,polyT30_standard,1.2500,0.8800,0.9008,2.1300
sunflower_24,rigid_spacer_PEG,1.4500,0.6800,0.9006,2.1300
triple_ring_24,polyT30_PEG_passivated,1.4500,0.6800,0.9006,2.1300
broad_grid_20,polyT30_standard,1.3250,0.8100,0.9028,2.1350
rescue_24,polyT30_standard,1.3250,0.8100,0.9026,2.1350
hybrid_24,polyT30_PEG_passivated,1.4000,0.7400,0.9003,2.1400
sunflower_24,polyT30_PEG_passivated,1.4000,0.7400,0.9003,2.1400
broad_grid_24,polyT30_standard,1.3250,0.8200,0.9005,2.1450
broad_grid_20,polyT30_standard,1.3500,0.8000,0.9008,2.1500
rescue_24,polyT30_standard,1.3500,0.8000,0.9001,2.1500
sunflower_20,polyT30_PEG_passivated,1.4500,0.7000,0.9009,2.1500
sunflower_20,rigid_spacer_PEG,1.5000,0.6500,0.9006,2.1500
rescue_24,rigid_spacer_PEG,1.4750,0.6800,0.9006,2.1550
sunflower_24,polyT30_standard,1.2750,0.8800,0.9018,2.1550
sunflower_24,rigid_spacer_PEG,1.4750,0.6800,0.9010,2.1550
triple_ring_24,polyT30_PEG_passivated,1.4750,0.6800,0.9012,2.1550
hybrid_24,polyT30_PEG_passivated,1.4250,0.7400,0.9010,2.1650
sunflower_24,polyT30_PEG_passivated,1.4250,0.7400,0.9010,2.1650
broad_grid_24,polyT30_standard,1.3500,0.8200,0.9014,2.1700
broad_grid_20,polyT30_standard,1.3750,0.8000,0.9017,2.1750
rescue_24,polyT30_standard,1.3750,0.8000,0.9007,2.1750
sunflower_20,polyT30_PEG_passivated,1.4750,0.7000,0.9017,2.1750
rescue_24,rigid_spacer_PEG,1.5000,0.6800,0.9011,2.1800
sunflower_24,polyT30_standard,1.3000,0.8800,0.9027,2.1800
sunflower_24,rigid_spacer_PEG,1.5000,0.6800,0.9014,2.1800
triple_ring_24,polyT30_PEG_passivated,1.5000,0.6800,0.9018,2.1800
hybrid_24,polyT30_PEG_passivated,1.4500,0.7400,0.9017,2.1900
sunflower_20,polyT30_PEG_passivated,1.5000,0.6900,0.9004,2.1900
sunflower_24,polyT30_PEG_passivated,1.4500,0.7400,0.9017,2.1900
broad_grid_24,polyT30_standard,1.3750,0.8200,0.9024,2.1950
broad_grid_20,polyT30_standard,1.4000,0.8000,0.9025,2.2000
rescue_24,polyT30_standard,1.4000,0.8000,0.9013,2.2000
hybrid_24,polyT30_PEG_passivated,1.4750,0.7300,0.9001,2.2050
sunflower_24,polyT30_PEG_passivated,1.4750,0.7300,0.9001,2.2050
sunflower_24,polyT30_standard,1.3250,0.8800,0.9036,2.2050
broad_grid_24,polyT30_standard,1.4000,0.8100,0.9001,2.2100
broad_grid_20,polyT30_standard,1.4250,0.7900,0.9004,2.2150
sunflower_24,polyT30_standard,1.3500,0.8700,0.9007,2.2200
rescue_24,polyT30_standard,1.4250,0.8000,0.9019,2.2250
hybrid_24,polyT30_PEG_passivated,1.5000,0.7300,0.9008,2.2300
sunflower_24,polyT30_PEG_passivated,1.5000,0.7300,0.9008,2.2300
broad_grid_24,polyT30_standard,1.4250,0.8100,0.9010,2.2350
broad_grid_20,polyT30_standard,1.4500,0.7900,0.9011,2.2400
four_patch_24,rigid_spacer_PEG,1.2500,0.9900,0.9011,2.2400
sunflower_24,polyT30_standard,1.3750,0.8700,0.9016,2.2450
rescue_24,polyT30_standard,1.4500,0.8000,0.9024,2.2500
four_patch_24,rigid_spacer_PEG,1.2750,0.9800,0.9009,2.2550
broad_grid_24,polyT30_standard,1.4500,0.8100,0.9019,2.2600
broad_grid_20,polyT30_standard,1.4750,0.7900,0.9018,2.2650
four_patch_24,rigid_spacer_PEG,1.3000,0.9700,0.9007,2.2700
sunflower_24,polyT30_standard,1.4000,0.8700,0.9024,2.2700
rescue_24,polyT30_standard,1.4750,0.8000,0.9030,2.2750
broad_grid_24,polyT30_standard,1.4750,0.8100,0.9027,2.2850
four_patch_24,rigid_spacer_PEG,1.3250,0.9600,0.9004,2.2850
broad_grid_20,polyT30_standard,1.5000,0.7900,0.9024,2.2900
rescue_24,polyT30_standard,1.5000,0.7900,0.9006,2.2900
sunflower_24,polyT30_standard,1.4250,0.8700,0.9031,2.2950
broad_grid_24,polyT30_standard,1.5000,0.8000,0.9002,2.3000
four_patch_24,rigid_spacer_PEG,1.3500,0.9600,0.9021,2.3100
sunflower_24,polyT30_standard,1.4500,0.8600,0.9001,2.3100
four_patch_24,rigid_spacer_PEG,1.3750,0.9500,0.9017,2.3250
sunflower_24,polyT30_standard,1.4750,0.8600,0.9008,2.3350
four_patch_24,rigid_spacer_PEG,1.4000,0.9400,0.9013,2.3400
four_patch_24,rigid_spacer_PEG,1.4250,0.9300,0.9008,2.3550
sunflower_24,polyT30_standard,1.5000,0.8600,0.9015,2.3600
four_patch_24,rigid_spacer_PEG,1.4500,0.9200,0.9002,2.3700
four_patch_24,rigid_spacer_PEG,1.4750,0.9200,0.9017,2.3950
four_patch_24,rigid_spacer_PEG,1.5000,0.9100,0.9011,2.4100
hybrid_24,polyT30_standard,1.5000,0.9900,0.9016,2.4900
