scenario,layout,formulation,aptamer_count,active_aptamers,single_capture,best_zones,target_capture,false_capture_risk,damage_risk,useful_capture
1,rescue_24,polyT30_PEG_passivated,24,20,0.27778,9,0.94033,0.30393,0.02720,0.78984
2,rescue_24,polyT30_PEG_passivated,24,18,0.27778,10,0.95323,0.26166,0.02578,0.82104
3,rescue_24,polyT30_PEG_passivated,24,22,0.16667,16,0.92942,0.18022,0.02139,0.83934
4,rescue_24,polyT30_PEG_passivated,24,15,0.22222,12,0.94713,0.32441,0.04948,0.77976
5,rescue_24,polyT30_PEG_passivated,24,18,0.11111,16,0.80138,0.21348,0.05670,0.70163
6,rescue_24,polyT30_PEG_passivated,24,24,0.22222,12,0.92244,0.36767,0.03805,0.74283
7,rescue_24,polyT30_PEG_passivated,24,17,0.16667,16,0.92308,0.33667,0.01354,0.76406
8,rescue_24,polyT30_PEG_passivated,24,15,0.22222,12,0.93556,0.37235,0.01963,0.75615
9,rescue_24,polyT30_PEG_passivated,24,19,0.11111,16,0.78366,0.36422,0.02008,0.63645
10,rescue_24,polyT30_PEG_passivated,24,20,0.33333,11,0.97919,0.15011,0.01419,0.90120
11,rescue_24,polyT30_PEG_passivated,24,21,0.33333,8,0.95534,0.22250,0.03898,0.83747
12,rescue_24,polyT30_PEG_passivated,24,13,0.16667,16,0.90913,0.36948,0.07149,0.72263
13,rescue_24,polyT30_PEG_passivated,24,16,0.22222,11,0.92558,0.36158,0.04335,0.74674
14,rescue_24,polyT30_PEG_passivated,24,15,0.05556,16,0.54464,0.19253,0.07056,0.48006
15,rescue_24,polyT30_PEG_passivated,24,21,0.05556,16,0.54537,0.32056,0.04219,0.45119
16,rescue_24,polyT30_PEG_passivated,24,24,0.16667,15,0.92295,0.35579,0.05453,0.74428
17,rescue_24,polyT30_PEG_passivated,24,20,0.22222,12,0.93376,0.32506,0.02119,0.77620
18,rescue_24,polyT30_PEG_passivated,24,19,0.22222,16,0.96634,0.15395,0.06503,0.87166
19,rescue_24,polyT30_PEG_passivated,24,23,0.11111,16,0.78928,0.45561,0.02451,0.60425
20,rescue_24,polyT30_PEG_passivated,24,18,0.38889,10,0.99016,0.07085,0.00856,0.95223
21,rescue_24,polyT30_PEG_passivated,24,21,0.33333,10,0.97263,0.19274,0.01941,0.87293
22,rescue_24,polyT30_PEG_passivated,24,22,0.05556,16,0.57258,0.38873,0.03794,0.45516
23,rescue_24,polyT30_PEG_passivated,24,17,0.16667,16,0.93537,0.17610,0.04247,0.84033
24,rescue_24,polyT30_PEG_passivated,24,19,0.38889,8,0.97831,0.16453,0.02432,0.89018
25,rescue_24,polyT30_PEG_passivated,24,24,0.11111,16,0.82566,0.49222,0.06957,0.60730
26,rescue_24,polyT30_PEG_passivated,24,18,0.33333,12,0.98938,0.07342,0.02848,0.94356
27,rescue_24,polyT30_PEG_passivated,24,24,0.11111,16,0.79106,0.42484,0.02484,0.61761
28,rescue_24,polyT30_PEG_passivated,24,19,0.05556,16,0.56294,0.43805,0.02751,0.43541
29,rescue_24,polyT30_PEG_passivated,24,15,0.00000,1,0.00000,0.04045,0.01367,0.00000
30,rescue_24,polyT30_PEG_passivated,24,23,0.33333,8,0.94835,0.23272,0.04217,0.82563
31,rescue_24,polyT30_PEG_passivated,24,17,0.11111,16,0.79465,0.15668,0.01920,0.72747
32,rescue_24,polyT30_PEG_passivated,24,18,0.05556,16,0.53274,0.29803,0.05613,0.44445
33,rescue_24,polyT30_PEG_passivated,24,23,0.05556,16,0.57557,0.37991,0.03159,0.46108
34,rescue_24,polyT30_PEG_passivated,24,15,0.38889,10,0.98726,0.10033,0.03188,0.92727
35,rescue_24,polyT30_PEG_passivated,24,23,0.27778,10,0.95176,0.30598,0.04451,0.79360
36,rescue_24,polyT30_PEG_passivated,24,23,0.05556,16,0.56833,0.35726,0.04136,0.46005
1,hybrid_24,polyT30_PEG_passivated,24,21,0.33333,8,0.95639,0.27533,0.02496,0.81752
2,hybrid_24,polyT30_PEG_passivated,24,19,0.16667,16,0.92982,0.38452,0.03746,0.74120
3,hybrid_24,polyT30_PEG_passivated,24,22,0.16667,16,0.92942,0.18022,0.02139,0.83934
4,hybrid_24,polyT30_PEG_passivated,24,16,0.22222,12,0.94713,0.32441,0.04948,0.77976
5,hybrid_24,polyT30_PEG_passivated,24,23,0.27778,12,0.96814,0.16481,0.04504,0.87436
6,hybrid_24,polyT30_PEG_passivated,24,24,0.11111,16,0.78299,0.45726,0.04796,0.59384
7,hybrid_24,polyT30_PEG_passivated,24,18,0.16667,16,0.92308,0.33667,0.01354,0.76406
8,hybrid_24,polyT30_PEG_passivated,24,12,0.22222,12,0.93556,0.37235,0.01963,0.75615
9,hybrid_24,polyT30_PEG_passivated,24,17,0.27778,11,0.95348,0.26755,0.01483,0.82164
10,hybrid_24,polyT30_PEG_passivated,24,22,0.11111,16,0.79168,0.21067,0.01921,0.70352
11,hybrid_24,polyT30_PEG_passivated,24,22,0.22222,12,0.94133,0.31444,0.05278,0.77868
12,hybrid_24,polyT30_PEG_passivated,24,14,0.16667,16,0.90913,0.36948,0.07149,0.72263
13,hybrid_24,polyT30_PEG_passivated,24,17,0.27778,9,0.93804,0.30730,0.03728,0.78355
14,hybrid_24,polyT30_PEG_passivated,24,19,0.16667,16,0.91692,0.19253,0.07056,0.80819
15,hybrid_24,polyT30_PEG_passivated,24,23,0.11111,16,0.80166,0.32056,0.04219,0.66323
16,hybrid_24,polyT30_PEG_passivated,24,24,0.11111,16,0.82831,0.37440,0.05747,0.65971
17,hybrid_24,polyT30_PEG_passivated,24,23,0.11111,16,0.80764,0.40796,0.02676,0.63688
18,hybrid_24,polyT30_PEG_passivated,24,23,0.11111,16,0.79911,0.15395,0.06503,0.72081
19,hybrid_24,polyT30_PEG_passivated,24,24,0.16667,15,0.89732,0.43452,0.02324,0.69665
20,hybrid_24,polyT30_PEG_passivated,24,17,0.33333,12,0.98909,0.08440,0.00987,0.94408
21,hybrid_24,polyT30_PEG_passivated,24,17,0.44444,7,0.97689,0.13918,0.01497,0.90415
22,hybrid_24,polyT30_PEG_passivated,24,22,0.11111,16,0.82584,0.38873,0.03794,0.65649
23,hybrid_24,polyT30_PEG_passivated,24,13,0.05556,16,0.57764,0.17610,0.04247,0.51895
24,hybrid_24,polyT30_PEG_passivated,24,16,0.22222,13,0.95636,0.25332,0.03518,0.82494
25,hybrid_24,polyT30_PEG_passivated,24,22,0.11111,16,0.82566,0.49222,0.06957,0.60730
26,hybrid_24,polyT30_PEG_passivated,24,18,0.27778,14,0.98527,0.08513,0.03222,0.93270
27,hybrid_24,polyT30_PEG_passivated,24,24,0.50000,6,0.97815,0.18732,0.01184,0.88286
28,hybrid_24,polyT30_PEG_passivated,24,19,0.33333,8,0.95347,0.25037,0.01602,0.82943
29,hybrid_24,polyT30_PEG_passivated,24,20,0.11111,16,0.80492,0.48352,0.06329,0.59680
30,hybrid_24,polyT30_PEG_passivated,24,22,0.33333,8,0.94835,0.23272,0.04217,0.82563
31,hybrid_24,polyT30_PEG_passivated,24,19,0.00000,1,0.00000,0.01059,0.00407,0.00000
32,hybrid_24,polyT30_PEG_passivated,24,14,0.16667,16,0.90951,0.29803,0.05613,0.75878
33,hybrid_24,polyT30_PEG_passivated,24,22,0.16667,16,0.93430,0.37991,0.03159,0.74846
34,hybrid_24,polyT30_PEG_passivated,24,19,0.33333,11,0.98019,0.10979,0.03429,0.91526
35,hybrid_24,polyT30_PEG_passivated,24,24,0.22222,12,0.93765,0.35487,0.05118,0.75746
36,hybrid_24,polyT30_PEG_passivated,24,21,0.11111,16,0.82217,0.35726,0.04136,0.66553
1,broad_grid_20,polyT30_PEG_passivated,20,17,0.44444,6,0.96765,0.18176,0.02047,0.87341
2,broad_grid_20,polyT30_PEG_passivated,20,18,0.22222,13,0.95134,0.27949,0.03164,0.80933
3,broad_grid_20,polyT30_PEG_passivated,20,19,0.11111,16,0.82049,0.15247,0.02139,0.75226
4,broad_grid_20,polyT30_PEG_passivated,20,10,0.22222,12,0.94713,0.27813,0.04948,0.80129
5,broad_grid_20,polyT30_PEG_passivated,20,18,0.16667,16,0.91717,0.18116,0.05670,0.81754
6,broad_grid_20,polyT30_PEG_passivated,20,18,0.05556,16,0.52544,0.39809,0.04796,0.41379
7,broad_grid_20,polyT30_PEG_passivated,20,19,0.11111,16,0.81047,0.28917,0.01354,0.69000
8,broad_grid_20,polyT30_PEG_passivated,20,13,0.22222,12,0.93556,0.32082,0.01963,0.78009
9,broad_grid_20,polyT30_PEG_passivated,20,16,0.16667,16,0.90522,0.31375,0.02008,0.75785
10,broad_grid_20,polyT30_PEG_passivated,20,18,0.50000,7,0.98765,0.08254,0.01016,0.94352
11,broad_grid_20,polyT30_PEG_passivated,20,19,0.27778,10,0.95442,0.23008,0.04590,0.83105
12,broad_grid_20,polyT30_PEG_passivated,20,11,0.16667,16,0.90913,0.31847,0.07149,0.74524
13,broad_grid_20,polyT30_PEG_passivated,20,14,0.33333,8,0.95469,0.23742,0.03422,0.83128
14,broad_grid_20,polyT30_PEG_passivated,20,17,0.11111,16,0.80100,0.16306,0.07056,0.71752
15,broad_grid_20,polyT30_PEG_passivated,20,18,0.11111,16,0.80166,0.27488,0.04219,0.68127
16,broad_grid_20,polyT30_PEG_passivated,20,19,0.16667,16,0.93425,0.32288,0.05747,0.76766
17,broad_grid_20,polyT30_PEG_passivated,20,17,0.27778,11,0.96088,0.25880,0.01979,0.83075
18,broad_grid_20,polyT30_PEG_passivated,20,16,0.22222,16,0.96634,0.12994,0.06503,0.88299
19,broad_grid_20,polyT30_PEG_passivated,20,20,0.22222,13,0.93766,0.33663,0.02068,0.77419
20,broad_grid_20,polyT30_PEG_passivated,20,15,0.27778,15,0.98845,0.08771,0.01184,0.94119
21,broad_grid_20,polyT30_PEG_passivated,20,16,0.22222,15,0.95840,0.23444,0.02678,0.83813
22,broad_grid_20,polyT30_PEG_passivated,20,18,0.16667,16,0.93273,0.33577,0.03794,0.76583
23,broad_grid_20,polyT30_PEG_passivated,20,17,0.27778,13,0.98182,0.12280,0.03589,0.90996
24,broad_grid_20,polyT30_PEG_passivated,20,17,0.27778,11,0.96828,0.18583,0.03085,0.86883
25,broad_grid_20,polyT30_PEG_passivated,20,18,0.11111,16,0.82566,0.43036,0.06957,0.63222
26,broad_grid_20,polyT30_PEG_passivated,20,12,0.33333,12,0.98938,0.06154,0.02848,0.94938
27,broad_grid_20,polyT30_PEG_passivated,20,20,0.27778,11,0.95582,0.27092,0.01836,0.82104
28,broad_grid_20,polyT30_PEG_passivated,20,12,0.00000,1,0.00000,0.02948,0.00586,0.00000
29,broad_grid_20,polyT30_PEG_passivated,20,15,0.22222,12,0.93254,0.33735,0.05031,0.76159
30,broad_grid_20,polyT30_PEG_passivated,20,20,0.38889,8,0.97227,0.19760,0.04217,0.86328
31,broad_grid_20,polyT30_PEG_passivated,20,17,0.00000,1,0.00000,0.00883,0.00407,0.00000
32,broad_grid_20,polyT30_PEG_passivated,20,11,0.16667,16,0.90951,0.25498,0.05613,0.77797
33,broad_grid_20,polyT30_PEG_passivated,20,18,0.11111,16,0.82840,0.32783,0.03159,0.68496
34,broad_grid_20,polyT30_PEG_passivated,20,12,0.22222,16,0.96555,0.13138,0.04625,0.88752
35,broad_grid_20,polyT30_PEG_passivated,20,20,0.33333,9,0.96720,0.23898,0.04116,0.83936
36,broad_grid_20,polyT30_PEG_passivated,20,20,0.22222,13,0.95177,0.25814,0.03495,0.81879
1,broad_grid_24,polyT30_PEG_passivated,24,21,0.22222,11,0.92866,0.35777,0.03166,0.75409
2,broad_grid_24,polyT30_PEG_passivated,24,20,0.16667,16,0.92982,0.38452,0.03746,0.74120
3,broad_grid_24,polyT30_PEG_passivated,24,21,0.05556,16,0.56641,0.18022,0.02139,0.51151
4,broad_grid_24,polyT30_PEG_passivated,24,18,0.16667,15,0.92939,0.38751,0.05907,0.73382
5,broad_grid_24,polyT30_PEG_passivated,24,24,0.33333,10,0.97385,0.13936,0.03915,0.89357
6,broad_grid_24,polyT30_PEG_passivated,24,21,0.22222,12,0.92244,0.36767,0.03805,0.74283
7,broad_grid_24,polyT30_PEG_passivated,24,22,0.27778,11,0.96172,0.24588,0.01000,0.84053
8,broad_grid_24,polyT30_PEG_passivated,24,14,0.16667,15,0.91230,0.44134,0.02351,0.70514
9,broad_grid_24,polyT30_PEG_passivated,24,21,0.16667,16,0.90522,0.36422,0.02008,0.73517
10,broad_grid_24,polyT30_PEG_passivated,24,19,0.33333,11,0.97919,0.15011,0.01419,0.90120
11,broad_grid_24,polyT30_PEG_passivated,24,24,0.27778,10,0.95442,0.26992,0.04590,0.81235
12,broad_grid_24,polyT30_PEG_passivated,24,15,0.16667,16,0.90913,0.36948,0.07149,0.72263
13,broad_grid_24,polyT30_PEG_passivated,24,14,0.16667,14,0.90574,0.43512,0.05240,0.69569
14,broad_grid_24,polyT30_PEG_passivated,24,17,0.05556,16,0.54464,0.19253,0.07056,0.48006
15,broad_grid_24,polyT30_PEG_passivated,24,21,0.05556,16,0.54537,0.32056,0.04219,0.45119
16,broad_grid_24,polyT30_PEG_passivated,24,24,0.27778,10,0.95545,0.25409,0.03969,0.82248
17,broad_grid_24,polyT30_PEG_passivated,24,19,0.27778,10,0.94896,0.27936,0.01839,0.81116
18,broad_grid_24,polyT30_PEG_passivated,24,18,0.05556,16,0.54259,0.15395,0.06503,0.48943
19,broad_grid_24,polyT30_PEG_passivated,24,24,0.11111,16,0.78928,0.45561,0.02451,0.60425
20,broad_grid_24,polyT30_PEG_passivated,24,18,0.38889,10,0.99016,0.07085,0.00856,0.95223
21,broad_grid_24,polyT30_PEG_passivated,24,16,0.33333,10,0.97263,0.19274,0.01941,0.87293
22,broad_grid_24,polyT30_PEG_passivated,24,22,0.16667,15,0.92139,0.36964,0.03598,0.74165
23,broad_grid_24,polyT30_PEG_passivated,24,19,0.33333,10,0.97947,0.11402,0.02926,0.91417
24,broad_grid_24,polyT30_PEG_passivated,24,10,0.16667,16,0.93747,0.30199,0.04164,0.78432
25,broad_grid_24,polyT30_PEG_passivated,24,21,0.05556,16,0.57237,0.49222,0.06957,0.42100
26,broad_grid_24,polyT30_PEG_passivated,24,19,0.33333,12,0.98938,0.07342,0.02848,0.94356
27,broad_grid_24,polyT30_PEG_passivated,24,24,0.27778,10,0.94352,0.29227,0.01706,0.80083
28,broad_grid_24,polyT30_PEG_passivated,24,21,0.05556,16,0.56294,0.43805,0.02751,0.43541
29,broad_grid_24,polyT30_PEG_passivated,24,20,0.27778,9,0.93212,0.31041,0.04045,0.77630
30,broad_grid_24,polyT30_PEG_passivated,24,24,0.33333,8,0.94835,0.23272,0.04217,0.82563
31,broad_grid_24,polyT30_PEG_passivated,24,18,0.05556,16,0.53778,0.15668,0.01920,0.49232
32,broad_grid_24,polyT30_PEG_passivated,24,17,0.00000,1,0.00000,0.02187,0.01209,0.00000
33,broad_grid_24,polyT30_PEG_passivated,24,22,0.05556,16,0.57557,0.37991,0.03159,0.46108
34,broad_grid_24,polyT30_PEG_passivated,24,21,0.44444,8,0.98583,0.08110,0.02704,0.93690
35,broad_grid_24,polyT30_PEG_passivated,24,24,0.22222,12,0.93765,0.35487,0.05118,0.75746
36,broad_grid_24,polyT30_PEG_passivated,24,22,0.16667,16,0.93047,0.35726,0.04136,0.75319
1,triple_ring_24,polyT30_PEG_passivated,24,22,0.27778,9,0.94033,0.30393,0.02720,0.78984
2,triple_ring_24,polyT30_PEG_passivated,24,14,0.27778,10,0.95323,0.26166,0.02578,0.82104
3,triple_ring_24,polyT30_PEG_passivated,24,21,0.38889,9,0.98460,0.10576,0.01356,0.92811
4,triple_ring_24,polyT30_PEG_passivated,24,20,0.11111,16,0.83868,0.40720,0.06225,0.65337
5,triple_ring_24,polyT30_PEG_passivated,24,24,0.33333,10,0.97385,0.13936,0.03915,0.89357
6,triple_ring_24,polyT30_PEG_passivated,24,23,0.22222,12,0.92244,0.36767,0.03805,0.74283
7,triple_ring_24,polyT30_PEG_passivated,24,17,0.22222,13,0.94691,0.28360,0.01142,0.80940
8,triple_ring_24,polyT30_PEG_passivated,24,19,0.05556,16,0.55644,0.46261,0.02480,0.42402
9,triple_ring_24,polyT30_PEG_passivated,24,19,0.11111,16,0.78366,0.36422,0.02008,0.63645
10,triple_ring_24,polyT30_PEG_passivated,24,20,0.33333,11,0.97919,0.15011,0.01419,0.90120
11,triple_ring_24,polyT30_PEG_passivated,24,23,0.22222,12,0.94133,0.31444,0.05278,0.77868
12,triple_ring_24,polyT30_PEG_passivated,24,15,0.11111,16,0.78937,0.36948,0.07149,0.62744
13,triple_ring_24,polyT30_PEG_passivated,24,14,0.16667,14,0.90574,0.43512,0.05240,0.69569
14,triple_ring_24,polyT30_PEG_passivated,24,14,0.11111,16,0.80100,0.19253,0.07056,0.70602
15,triple_ring_24,polyT30_PEG_passivated,24,20,0.11111,16,0.80166,0.32056,0.04219,0.66323
16,triple_ring_24,polyT30_PEG_passivated,24,23,0.27778,10,0.95545,0.25409,0.03969,0.82248
17,triple_ring_24,polyT30_PEG_passivated,24,21,0.22222,12,0.93376,0.32506,0.02119,0.77620
18,triple_ring_24,polyT30_PEG_passivated,24,19,0.27778,13,0.97453,0.12701,0.05505,0.89506
19,triple_ring_24,polyT30_PEG_passivated,24,23,0.05556,16,0.53205,0.45561,0.02451,0.40732
20,triple_ring_24,polyT30_PEG_passivated,24,15,0.22222,16,0.97437,0.11092,0.01249,0.91631
21,triple_ring_24,polyT30_PEG_passivated,24,18,0.22222,14,0.95034,0.25899,0.02531,0.81995
22,triple_ring_24,polyT30_PEG_passivated,24,23,0.16667,15,0.92139,0.36964,0.03598,0.74165
23,triple_ring_24,polyT30_PEG_passivated,24,17,0.27778,12,0.97566,0.13522,0.03368,0.89897
24,triple_ring_24,polyT30_PEG_passivated,24,19,0.33333,9,0.97096,0.18310,0.02650,0.87389
25,triple_ring_24,polyT30_PEG_passivated,24,23,0.05556,16,0.57237,0.49222,0.06957,0.42100
26,triple_ring_24,polyT30_PEG_passivated,24,18,0.16667,16,0.93180,0.09668,0.03594,0.87560
27,triple_ring_24,polyT30_PEG_passivated,24,24,0.38889,7,0.95706,0.21493,0.01315,0.85028
28,triple_ring_24,polyT30_PEG_passivated,24,18,0.22222,12,0.93809,0.35096,0.02178,0.76758
29,triple_ring_24,polyT30_PEG_passivated,24,21,0.27778,9,0.93212,0.31041,0.04045,0.77630
30,triple_ring_24,polyT30_PEG_passivated,24,24,0.38889,7,0.95835,0.20689,0.03841,0.84767
31,triple_ring_24,polyT30_PEG_passivated,24,17,0.11111,16,0.79465,0.15668,0.01920,0.72747
32,triple_ring_24,polyT30_PEG_passivated,24,14,0.11111,16,0.78993,0.29803,0.05613,0.65901
33,triple_ring_24,polyT30_PEG_passivated,24,24,0.22222,12,0.94281,0.30122,0.02503,0.79380
34,triple_ring_24,polyT30_PEG_passivated,24,20,0.33333,11,0.98019,0.10979,0.03429,0.91526
35,triple_ring_24,polyT30_PEG_passivated,24,23,0.16667,15,0.91539,0.42182,0.06110,0.70688
36,triple_ring_24,polyT30_PEG_passivated,24,23,0.11111,16,0.82217,0.35726,0.04136,0.66553
1,sunflower_20,polyT30_PEG_passivated,20,20,0.27778,10,0.95573,0.28418,0.02943,0.81148
2,sunflower_20,polyT30_PEG_passivated,20,15,0.22222,13,0.95134,0.27949,0.03164,0.80933
3,sunflower_20,polyT30_PEG_passivated,20,15,0.11111,16,0.82049,0.15247,0.02139,0.75226
4,sunflower_20,polyT30_PEG_passivated,20,13,0.27778,10,0.95860,0.23784,0.04302,0.83188
5,sunflower_20,polyT30_PEG_passivated,20,20,0.05556,16,0.54506,0.18116,0.05670,0.48585
6,sunflower_20,polyT30_PEG_passivated,20,20,0.11111,16,0.78299,0.39809,0.04796,0.61662
7,sunflower_20,polyT30_PEG_passivated,20,17,0.11111,16,0.81047,0.28917,0.01354,0.69000
8,sunflower_20,polyT30_PEG_passivated,20,9,0.16667,15,0.91230,0.38344,0.02351,0.73133
9,sunflower_20,polyT30_PEG_passivated,20,18,0.11111,16,0.78366,0.31375,0.02008,0.65608
10,sunflower_20,polyT30_PEG_passivated,20,16,0.27778,13,0.97259,0.14784,0.01620,0.89559
11,sunflower_20,polyT30_PEG_passivated,20,20,0.16667,16,0.93218,0.34187,0.06637,0.75489
12,sunflower_20,polyT30_PEG_passivated,20,11,0.11111,16,0.78937,0.31847,0.07149,0.64707
13,sunflower_20,polyT30_PEG_passivated,20,15,0.22222,12,0.94022,0.33406,0.04638,0.77046
14,sunflower_20,polyT30_PEG_passivated,20,12,0.11111,16,0.80100,0.16306,0.07056,0.71752
15,sunflower_20,polyT30_PEG_passivated,20,18,0.05556,16,0.54537,0.27488,0.04219,0.46347
16,sunflower_20,polyT30_PEG_passivated,20,20,0.11111,16,0.82831,0.32288,0.05747,0.68062
17,sunflower_20,polyT30_PEG_passivated,20,19,0.22222,13,0.94571,0.29808,0.02259,0.79840
18,sunflower_20,polyT30_PEG_passivated,20,14,0.16667,16,0.91567,0.12994,0.06503,0.83669
19,sunflower_20,polyT30_PEG_passivated,20,20,0.16667,16,0.90907,0.39657,0.02451,0.72256
20,sunflower_20,polyT30_PEG_passivated,20,14,0.33333,13,0.99227,0.07647,0.01053,0.95082
21,sunflower_20,polyT30_PEG_passivated,20,14,0.22222,15,0.95840,0.23444,0.02678,0.83813
22,sunflower_20,polyT30_PEG_passivated,20,20,0.16667,16,0.93273,0.33577,0.03794,0.76583
23,sunflower_20,polyT30_PEG_passivated,20,17,0.22222,16,0.97689,0.14893,0.04247,0.89071
24,sunflower_20,polyT30_PEG_passivated,20,11,0.22222,14,0.96530,0.23023,0.03734,0.84302
25,sunflower_20,polyT30_PEG_passivated,20,19,0.16667,15,0.92128,0.40997,0.06603,0.71551
26,sunflower_20,polyT30_PEG_passivated,20,12,0.44444,9,0.99332,0.04652,0.02285,0.96246
27,sunflower_20,polyT30_PEG_passivated,20,20,0.16667,16,0.91028,0.36846,0.02484,0.73612
28,sunflower_20,polyT30_PEG_passivated,20,18,0.16667,16,0.92752,0.38049,0.02751,0.74383
29,sunflower_20,polyT30_PEG_passivated,20,16,0.11111,16,0.80492,0.42229,0.06329,0.62090
30,sunflower_20,polyT30_PEG_passivated,20,20,0.38889,8,0.97227,0.19760,0.04217,0.86328
31,sunflower_20,polyT30_PEG_passivated,20,14,0.11111,16,0.79465,0.13227,0.01920,0.73711
32,sunflower_20,polyT30_PEG_passivated,20,14,0.11111,16,0.78993,0.25498,0.05613,0.67568
33,sunflower_20,polyT30_PEG_passivated,20,20,0.05556,16,0.57557,0.32783,0.03159,0.47590
34,sunflower_20,polyT30_PEG_passivated,20,14,0.16667,16,0.91427,0.13138,0.04625,0.84039
35,sunflower_20,polyT30_PEG_passivated,20,20,0.27778,10,0.95176,0.26173,0.04451,0.81433
36,sunflower_20,polyT30_PEG_passivated,20,15,0.27778,11,0.96509,0.22326,0.03065,0.84816
1,sunflower_24,polyT30_PEG_passivated,24,21,0.38889,7,0.96460,0.24557,0.02272,0.83943
2,sunflower_24,polyT30_PEG_passivated,24,16,0.05556,16,0.56713,0.38452,0.03746,0.45209
3,sunflower_24,polyT30_PEG_passivated,24,23,0.16667,16,0.92942,0.18022,0.02139,0.83934
4,sunflower_24,polyT30_PEG_passivated,24,21,0.27778,10,0.95860,0.27878,0.04302,0.81255
5,sunflower_24,polyT30_PEG_passivated,24,22,0.16667,16,0.91717,0.21348,0.05670,0.80301
6,sunflower_24,polyT30_PEG_passivated,24,23,0.11111,16,0.78299,0.45726,0.04796,0.59384
7,sunflower_24,polyT30_PEG_passivated,24,21,0.16667,16,0.92308,0.33667,0.01354,0.76406
8,sunflower_24,polyT30_PEG_passivated,24,16,0.33333,8,0.95201,0.26693,0.01443,0.82079
9,sunflower_24,polyT30_PEG_passivated,24,18,0.11111,16,0.78366,0.36422,0.02008,0.63645
10,sunflower_24,polyT30_PEG_passivated,24,20,0.27778,13,0.97259,0.17487,0.01620,0.88252
11,sunflower_24,polyT30_PEG_passivated,24,24,0.22222,12,0.94133,0.31444,0.05278,0.77868
12,sunflower_24,polyT30_PEG_passivated,24,14,0.22222,13,0.93770,0.31253,0.06055,0.77440
13,sunflower_24,polyT30_PEG_passivated,24,18,0.27778,9,0.93804,0.30730,0.03728,0.78355
14,sunflower_24,polyT30_PEG_passivated,24,18,0.22222,15,0.96056,0.18166,0.06698,0.85284
15,sunflower_24,polyT30_PEG_passivated,24,17,0.05556,16,0.54537,0.32056,0.04219,0.45119
16,sunflower_24,polyT30_PEG_passivated,24,23,0.22222,12,0.94277,0.29657,0.04565,0.79014
17,sunflower_24,polyT30_PEG_passivated,24,22,0.27778,10,0.94896,0.27936,0.01839,0.81116
18,sunflower_24,polyT30_PEG_passivated,24,22,0.11111,16,0.79911,0.15395,0.06503,0.72081
19,sunflower_24,polyT30_PEG_passivated,24,23,0.11111,16,0.78928,0.45561,0.02451,0.60425
20,sunflower_24,polyT30_PEG_passivated,24,18,0.33333,12,0.98909,0.08440,0.00987,0.94408
21,sunflower_24,polyT30_PEG_passivated,24,20,0.44444,7,0.97689,0.13918,0.01497,0.90415
22,sunflower_24,polyT30_PEG_passivated,24,24,0.05556,16,0.57258,0.38873,0.03794,0.45516
23,sunflower_24,polyT30_PEG_passivated,24,18,0.22222,15,0.97119,0.16606,0.04028,0.87800
24,sunflower_24,polyT30_PEG_passivated,24,13,0.22222,13,0.95636,0.25332,0.03518,0.82494
25,sunflower_24,polyT30_PEG_passivated,24,19,0.11111,16,0.82566,0.49222,0.06957,0.60730
26,sunflower_24,polyT30_PEG_passivated,24,20,0.33333,12,0.98938,0.07342,0.02848,0.94356
27,sunflower_24,polyT30_PEG_passivated,24,23,0.44444,6,0.96147,0.18732,0.01184,0.86781
28,sunflower_24,polyT30_PEG_passivated,24,24,0.16667,15,0.91604,0.41744,0.02608,0.71823
29,sunflower_24,polyT30_PEG_passivated,24,21,0.16667,14,0.89425,0.43905,0.05682,0.68406
